augmentation,train_accuracy,val_accuracy,train_loss,val_loss,epochs
cutout,0.5288666666666667,0.6081,1.2986329770618015,1.079643239349789,5
mixup,0.5010555555555556,0.5861222222222222,1.3686612386279635,1.136221081829071,5
autoaugment_like,0.4512888888888889,0.5321333333333333,1.4960262685775756,1.280175628927019,5
