learning_rate,train_accuracy,val_accuracy,train_loss,val_loss,epochs
0.0001,0.5542444444444444,0.6128555555555556,1.2329727820502387,1.073461952220069,5
0.001,0.5699777777777778,0.6180555555555556,1.192666316541036,1.056982706756062,5
0.01,0.47365555555555555,0.5213888888888889,1.4487452156914604,1.3139293756590948,5
0.1,0.10104444444444445,0.1,2.3158544844733346,2.3161125420888267,5
