optimizer,train_accuracy,val_accuracy,train_loss,val_loss,epochs
adam,0.5672333333333334,0.6238111111111111,1.1985658048629761,1.0458876547495524,5
sgd,0.5329333333333334,0.5947111111111111,1.289592107709249,1.1263295840554768,5
rmsprop,0.5568444444444445,0.5951888888888889,1.2311327960332235,1.1178228936513266,5
