batch_size,train_accuracy,val_accuracy,train_loss,val_loss,epochs
16,0.5393333333333333,0.6015444444444444,1.2872719233724805,1.1136520347045527,5
32,0.5636444444444444,0.6039,1.2066852366129557,1.0820578314118916,5
64,0.5853111111111111,0.6324888888888889,1.1457220038519966,1.0207194844563803,5
